buyer_activity,contract_type,buyer_type,quality_criteria,Subnetwork_ID,Subgraph_ID,Node_ID,Winner_or_Buyer,Degree_Centrality,Betweenness_Centrality,Closeness_Centrality,Eigenvector_Centrality
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Op Home Kft.,Winner,0.00023261223540358222,0.0,0.1572363849164259,0.0058762243180200185
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Magyarcsanád Község Önkormányzat ,Buyer,0.0009304489416143289,0.0011507984811267163,0.16239187096286783,0.0051678106124905246
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Energianövényteam Kft.,Winner,0.00023261223540358222,0.0,0.12466289691170074,9.41612728233579e-05
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Truckfood Kft.,Winner,0.0009304489416143289,0.00016880434651834553,0.13870874068338013,0.0012960033650906877
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Nyírmártonfalva Községi Önkormányzat ,Buyer,0.00046522447080716444,3.695270368192959e-05,0.14609032521154042,0.0015292823696572882
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,"Bodrogi Bau Kivitelező, Tervező, Kereskedő És Kft.",Winner,0.0011630611770179111,0.0026576807303605146,0.16940536706466486,0.014120150409694169
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Hajnáczkinvest Kft.,Winner,0.0013956734124214933,0.003960483100599474,0.15101696701443776,0.0017809542060253179
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Masterstructural Kft.,Winner,0.00023261223540358222,0.0,0.1262666314212706,7.687409906239923e-05
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Energy Hungary Energetikai Zrt.,Winner,0.00023261223540358222,0.0,0.13481137696384332,0.00021153240600797524
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Szabadi És Társa És Építőipari Kft.,Winner,0.00046522447080716444,0.004179226807320758,0.16115005435393784,0.007967832971703136
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Orfű Község Önkormányzata ,Buyer,0.00046522447080716444,0.0037157342098344207,0.13886107432410608,0.0008568974847758998
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Átány Községi Önrkományzat ,Buyer,0.0006978367062107466,0.0007149409874936555,0.14460627669951898,0.0013331521007062417
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,"Telvill, Telekommunikációs És Villamos Hálózatokat Kivitelező Kft.",Winner,0.00023261223540358222,0.0,0.14803209255879618,0.0007012003341673789
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Femép Fehérgyarmati Magasés Mélyépítő Kft.,Winner,0.00023261223540358222,0.0,0.1425350618348198,0.00023757628275691546
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Sárkeszi Község Önkormányzat ,Buyer,0.00023261223540358222,0.0,0.1350570198862744,0.0003727877852748984
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Zöld Környezet Építő Kft.,Winner,0.00023261223540358222,0.0,0.14318068276436302,0.003366922786148537
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,"Pké.H.K. Építészetti, Hídépítési És Kertészeti Kft.",Winner,0.00023261223540358222,0.0,0.12938273091160804,0.00012476861405252886
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Texus Fox Kft.,Winner,0.00023261223540358222,0.0,0.15696082368834202,0.006474522373325263
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Shs Építő Tervező És Kivitelező Kft.,Winner,0.00046522447080716444,0.0004133424318800182,0.17287972011099048,0.01584301737347054
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Gyup Kft.,Winner,0.00023261223540358222,0.0,0.10526186920006855,4.446196529290654e-06
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Annavölgy Község Önkormányzata ,Buyer,0.00046522447080716444,0.00046522447080716444,0.11764222970199491,4.181473782545235e-05
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Alapközmű Kft.,Winner,0.00023261223540358222,0.0,0.16838353374329246,0.012453474128986662
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Ésk Innovációs Kft.,Winner,0.0006978367062107466,0.00048467373579031157,0.14525120789269183,0.002071909085127877
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Mpépszer Út És Hidépítő Kft.,Winner,0.00023261223540358222,0.0,0.171186238203321,0.015022441299567904
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Gátér Község Önkormányzata ,Buyer,0.00046522447080716444,2.9193152843479443e-05,0.12219664023194338,8.367900682706563e-05
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Varga Kft.,Winner,0.0011630611770179111,0.0030284631515094477,0.15709848346427918,0.007081674825824769
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Zalalövő Város Önkormányzata ,Buyer,0.0006978367062107466,0.0005460226101357871,0.1442472234338825,0.0023366574775363705
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Jeszenszki Gázszerelő Kft.,Winner,0.00023261223540358222,0.0,0.1564467411477856,0.003931363035907233
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Iplan Hungary Építőipari Kft.,Winner,0.00023261223540358222,0.0,0.12027529865987746,4.872480491223469e-05
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Hegyhátszentjakab Község Önkormányzata ,Buyer,0.00023261223540358222,0.0,0.1171293899681225,3.666426167424629e-05
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,"Jánosik És Társai Ipari, És Karbantartó Kft.",Winner,0.0006978367062107466,0.0007310634603350693,0.16627344807580738,0.009737807644182568
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Beton Építőipari Kft.,Winner,0.00023261223540358222,0.0,0.11579174185902442,1.8563159458755985e-05
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Ököritófülpös Nagyközség Önkormányzata ,Buyer,0.00046522447080716444,0.0013950239599261833,0.12849328989449144,9.77360468134794e-05
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Terra Epker Hungária Kft.,Winner,0.0009304489416143289,0.0018562105428401498,0.1475342324719448,0.0007845443430004097
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Péteri Község Önkormányzata ,Buyer,0.0009304489416143289,0.007054739896702057,0.18465701645118338,0.026414006639419733
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Épgép 2002 Közmű És Útépítő Kft.,Winner,0.00023261223540358222,0.0,0.15587947351245512,0.002807413520283008
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Tankapidó Kft.,Winner,0.0006978367062107466,0.002680123410924908,0.1793566690308315,0.019989664756885572
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Szentlőrinckáta Község Önkormányzata ,Buyer,0.00023261223540358222,0.0,0.15208547069020412,0.0021248529108623825
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Tervkész Építőipari És Kft.,Winner,0.00046522447080716444,0.00038863208194278386,0.15241978372628967,0.0017754771004311802
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Krasznokvajda Község Önkormányzata ,Buyer,0.00046522447080716444,0.0029264100213962922,0.13460876099821523,0.00030951311736291727
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Kv Építőipari Kft.,Winner,0.00023261223540358222,0.0,0.0858820944123699,1.565714459263532e-08
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Tengelyközmű Fuvarozási És Közműépitő Kft.,Winner,0.0006978367062107466,0.0006407570704389388,0.14179227547082687,0.00037866037853341036
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Halmajugra Községi Önkormányzat ,Buyer,0.00023261223540358222,0.0,0.12418753791489731,4.0254079752717056e-05
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Dág Község Önkormányzata ,Buyer,0.00023261223540358222,0.0,0.07827036868456987,1.1765001135652844e-08
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Brettohouse Energiatakarékos Lakásépítő Kft.,Winner,0.0006978367062107466,0.0009851563345854152,0.15177405119152693,0.001362857180564852
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Tázlár Község Önkormányzata ,Buyer,0.0006978367062107466,0.0006000628452374493,0.14712022175832448,0.001158082832971119
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Balatoncsicsó Község Önkormányzata ,Buyer,0.00023261223540358222,0.0,0.13695880722546114,0.0008254165930621182
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Monoszló Község Önkormányzata ,Buyer,0.00023261223540358222,0.0,0.13695880722546114,0.0008254165930621182
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Kőrösút Kft.,Winner,0.00023261223540358222,0.0,0.11149726379127006,5.906462629572953e-06
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Közműalagút Magas És Mélyépítő Zrt.,Winner,0.0011630611770179111,0.002465479536992894,0.14972312193083273,0.0016693101017142956
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Szügy Község Önkormányzata ,Buyer,0.0009304489416143289,0.000977256237181966,0.13199668396327796,0.00038080128042287877
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Hunút Építőipari Kft.,Winner,0.00046522447080716444,0.00010487576861712714,0.14127970028591147,0.0010168483452301581
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Kertészsziget Község Önkormányzata ,Buyer,0.00046522447080716444,0.00010325027809984327,0.14247837470586286,0.0006467935769399003
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Murabau Építőipari És Kft.,Winner,0.00023261223540358222,0.0,0.11920805257466101,4.018592910751837e-05
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Cs. B Stone Építőipari És Kft.,Winner,0.00023261223540358222,0.0,0.1612588619228028,0.006342391536077456
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Wolf Alfa Projekt Kft.,Winner,0.00023261223540358222,0.0,0.1278969446345164,0.00018084512296908458
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Pusztavám Község Önkormányzata ,Buyer,0.00046522447080716444,0.00046522447080716444,0.14664847347774176,0.0017016352069184803
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Petrucz Transz Kft.,Winner,0.0009304489416143289,0.0002413890322028367,0.1370199203187251,0.00036474928943278144
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Gyöngyös Város Önkormányzata ,Buyer,0.0011630611770179111,0.002727705620836756,0.1709683833764168,0.00902787713438942
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Andezit Mély És Magasépítő Kft.,Winner,0.00023261223540358222,0.0,0.14601093638555854,0.00095984760064732
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Sándoraszfalt Útépítő Korlátlan Felelősségű Társaság ,Winner,0.0006978367062107466,0.0006926247688394279,0.17246359369358527,0.01364839780468853
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Apm Construct Kft.,Winner,0.0006978367062107466,0.000674729109756198,0.1439381256905615,0.0026571784346345433
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Lakhegy Község Önkormányzata ,Buyer,0.00046522447080716444,0.0010197157917113692,0.15704109589041096,0.0022020428047404127
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Monolithtech Építőipari És Kft.,Winner,0.00023261223540358222,0.0,0.1281256519536256,0.00019558841104015253
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Csongrád Városi Önkormányzat ,Buyer,0.0009304489416143289,0.0012793170945504682,0.1469492394462485,0.0018407250708550073
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Sollight Energia Esco Kft.,Winner,0.00023261223540358222,0.0,0.15401425858918782,0.004984176486456386
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Felsőtárkány Nonprofit Kft.,Winner,0.00023261223540358222,0.0,0.1034632138817357,1.5424417773075338e-06
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Nagymester Mélyépítési Útépítési És Szállítmányozási Kft.,Winner,0.00023261223540358222,0.0,0.16813328640150182,0.010798050380277785
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Szabadszentkirály Község Önkormányzata ,Buyer,0.00023261223540358222,0.0,0.13974579852420116,0.0009714125615010287
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Szabadszentkirályi Őszikék Nyugdíjas Egyesület ,Buyer,0.00023261223540358222,0.0,0.13974579852420116,0.0009714125615010287
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Lanba Kft.,Winner,0.00023261223540358222,0.0,0.12906421687832118,0.00015322422099485846
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Egyházasrádóc Község Önkormányzata ,Buyer,0.00046522447080716444,0.00046522447080716444,0.14749373863519402,0.0037899864820849748
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Baulizéna Építőipari És Kft.,Winner,0.0006978367062107466,0.0005845120341163475,0.14163344644680922,0.001001031909502368
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Dunaalmás Község Önkormányzata ,Buyer,0.00023261223540358222,0.0,0.1179650412973685,4.271696583010888e-05
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Bór És Társai Építőipari És Kft.,Winner,0.00023261223540358222,0.0,0.1271404489397569,0.00012715651633707256
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Igal Város Önkormányzata ,Buyer,0.0009304489416143289,0.001836656656037495,0.1456547518211079,0.0011961144820023563
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Községi Önkormányzat Pankasz ,Buyer,0.00046522447080716444,0.00046522447080716444,0.12182956896307422,0.00015755909826527142
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Nf Solár Hungária Kft.,Winner,0.00023261223540358222,0.0,0.1347184356491492,0.00012821281933595924
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Gadács Községi Önkormányzat ,Buyer,0.00046522447080716444,1.2166405313936055e-05,0.13229727650407755,0.0011653304619526315
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Solymár Nagyközség Önkormányzata ,Buyer,0.0011630611770179111,0.022770971058110438,0.19983265932227026,0.06383747659874636
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Jánkmajtis Község Önkormányzata ,Buyer,0.00023261223540358222,0.0,0.14609032521154042,0.0007388431104780398
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Hajdualu Építőipari És Fémszerkezetgyártó Zrt.,Winner,0.00023261223540358222,0.0,0.16813328640150182,0.010798050380277785
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Viat Kft.,Winner,0.0013956734124214933,0.0013548855293503605,0.12977329670661394,0.001280586725538569
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Sarród Község Önkormányzata ,Buyer,0.00046522447080716444,7.814603295055395e-06,0.11487587847045934,0.0001850652151031779
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Csárdaszállás Községi Önkormányzat ,Buyer,0.00023261223540358222,0.0,0.14673857391541797,0.0008744646681733364
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Grep Green Public Lighting Zrt.,Winner,0.00023261223540358222,0.0,0.14601093638555854,0.00095984760064732
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Koppányszántó Község Önkormányzata ,Buyer,0.00023261223540358222,0.0,0.12283208091659761,6.994512842876004e-05
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Diamondút Kft.,Winner,0.00023261223540358222,0.0,0.13410487569017687,0.00021225700629187247
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Sajóörös Község Önkormányzata ,Buyer,0.00046522447080716444,0.0009302324574492255,0.14212040067440246,0.0007316471788978905
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Nemesszalók Község Önkormányzata ,Buyer,0.00046522447080716444,0.0009302324574492255,0.11049425553242347,1.2468697095788308e-05
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Épút 2000 Mérnöki Kft.,Winner,0.0006978367062107466,0.0032481733080126068,0.15621933936552926,0.0037133237455555805
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Linép Team Kft.,Winner,0.00023261223540358222,0.0,0.1372386272944932,0.00037641178236487525
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Pély Község Önkormányzata ,Buyer,0.0006978367062107466,0.0006154743892315634,0.13091141630378514,6.88095372030637e-05
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Ludas Községi Önkormányzat ,Buyer,0.00023261223540358222,0.0,0.12618509495435734,5.159963750114708e-05
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Nógrádkövesd Község Önkormányzata ,Buyer,0.00046522447080716444,0.0009302324574492255,0.1495564445990607,0.001342765000221135
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Zaránk Község Önkormányzata ,Buyer,0.00023261223540358222,0.0,0.11707197516407505,1.421221416044129e-05
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Káloz Község Önkormányzata ,Buyer,0.00023261223540358222,0.0,0.14975441529940434,0.0027270254363314828
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Magyar Kőris Kertészeti És Kft.,Winner,0.0009304489416143289,0.00019087511934924627,0.14902762852289667,0.009569499478605392
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Zubogy Községi Önkormányzat ,Buyer,0.00023261223540358222,0.0,0.11523924406915963,3.9439333485847396e-05
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Jászdózsa Községi Önkormányzat ,Buyer,0.00023261223540358222,0.0,0.1451825335179494,0.0007549166758694082
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Verein Építőipari És Vendéglátó Kft.,Winner,0.00046522447080716444,4.6756766747717704e-05,0.12809511039599536,0.0002053307437915898
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Balatonmáriafürdő Község Önkormányzata ,Buyer,0.0009304489416143289,0.0003755551624717848,0.13892389723703344,0.0007451074210725306
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Rimex Plussz Kivitelező És Korlátolt Felelősségű ,Winner,0.00046522447080716444,0.00046522447080716444,0.11870771779649317,6.623682285343716e-05
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Devecser Város Önkormányzata ,Buyer,0.00046522447080716444,0.0009302324574492255,0.13468467057238634,0.0006163521592155486
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Magyarútépítő Kft.,Winner,0.00046522447080716444,0.00043646405234665366,0.15459024056959977,0.0012648824576895112
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Szarvasvárosterv Tervező És Kft.,Winner,0.00023261223540358222,0.0,0.16354091375965307,0.0076207452978169065
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Bogács Község Önkormányzata ,Buyer,0.0011630611770179111,0.001883631762440001,0.16150118336526542,0.0032451834822966987
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Pisebibi Kft.,Winner,0.00023261223540358222,0.0,0.12975762880685762,0.0003183804282998853
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Szank Községi Önkormányzat ,Buyer,0.00046522447080716444,9.280305887932211e-06,0.12218969388625188,0.00011230585815010068
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Ferforestry Korlátolt Felelőségű Társaság ,Winner,0.0006978367062107466,0.0009303406995317772,0.13636796193497225,0.00024113198214658734
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Sajókaza Községi Önkormányzat ,Buyer,0.0011630611770179111,0.005177086371315985,0.1578715434614961,0.0022172753622110132
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Rátherm Épületgépészeti És Kft.,Winner,0.00046522447080716444,0.00016729742425010448,0.1258378947984662,0.00035855317853285187
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Komárom Város Önkormányzata ,Buyer,0.00023261223540358222,0.0,0.15982006766050783,0.004982301501822227
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Grinbau Kft.,Winner,0.00023261223540358222,0.0,0.13974579852420116,0.0010808830366174818
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Felsőpakony Nagyközség Önkormányzata ,Buyer,0.0009304489416143289,0.0006427896080162547,0.1405407172512995,0.0006721669159899735
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Innovametal Fémtechnikai Kft.,Winner,0.00023261223540358222,0.0,0.10990106603267122,3.5597025557966832e-06
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Szegedi Pál EV,Winner,0.00023261223540358222,0.0,0.14114054959125383,0.0005705695132434922
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Csécse Község Önkormányzata ,Buyer,0.00023261223540358222,0.0,0.1277677058875977,0.00012582712748788962
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Salgótarján És Térsége Önkormányzatainak Társulása ,Buyer,0.00046522447080716444,0.00046522447080716444,0.12067368421052632,2.25391011299111e-05
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Körösi Vízgazdálkodási Társulat ,Winner,0.00023261223540358222,0.0,0.1484102599509787,0.0011173969426968534
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Dhszerviz Kft.,Winner,0.0011630611770179111,0.0024629853904937445,0.16860807153782797,0.011567722657366357
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Földes Nagyközség Önkrományzata ,Buyer,0.00046522447080716444,0.00046522447080716444,0.14429563991541638,0.001243355769504561
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Kemenessömjén Község Önkormányzata ,Buyer,0.00023261223540358222,0.0,0.11388984555063979,2.7029902019646406e-05
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Abaújszántó Városgazda Nonprofit Kft.,Winner,0.0009304489416143289,3.462967656096891e-05,0.10729528040532109,6.759406146258948e-06
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Pere Község Önkormányzata ,Buyer,0.0006978367062107466,0.00031324342735251204,0.11936030207957353,1.7772894725147987e-05
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Hernádbűd Község Önkormányzata ,Buyer,0.00046522447080716444,8.013519987697702e-05,0.11564845452344444,1.3317936335149053e-05
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Szerencsi Épker Kft.,Winner,0.00023261223540358222,0.0,0.1372386272944932,0.00037641178236487525
